"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","200","colorPicker()","","Mon Mar 02 17:20:53 UTC 2026","broken","Mon Mar 02 17:20:53 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","colorPicker"
"","198","Open Get user media page","","Mon Mar 02 17:21:02 UTC 2026","broken","Mon Mar 02 17:21:02 UTC 2026","","Chapter 5: Browser-Specific Manipulation","tests.seleniumV1.Chapter5BrowserSpecificManipulationTests","openGetUserMediaPage"
"","201","Title2Cookies","","Mon Mar 02 17:20:56 UTC 2026","broken","Mon Mar 02 17:20:56 UTC 2026","","tests.seleniumV1.Chapter4Cookies","tests.seleniumV1.Chapter4Cookies","titleTest2"
"","199","Open Notifications page","","Mon Mar 02 17:21:02 UTC 2026","broken","Mon Mar 02 17:21:02 UTC 2026","","Chapter 5: Browser-Specific Manipulation","tests.seleniumV1.Chapter5BrowserSpecificManipulationTests","openNotificationsPage"
"","6","Check Slow calculator page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.SlowCalculatorTests","tests.seleniumV2.SlowCalculatorTests","openSlowCalculatorTest"
"","482","Add superhero with null phone and check status code, data","","Mon Mar 02 17:20:44 UTC 2026","passed","Mon Mar 02 17:20:45 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","postSuperheroWithDataCheckTest"
"","197","FirstApartLoremIpsum","","Mon Mar 02 17:20:57 UTC 2026","broken","Mon Mar 02 17:20:58 UTC 2026","","tests.seleniumV1.Chapter4DialogBoxes","tests.seleniumV1.Chapter4DialogBoxes","alertModal"
"","561","Try to add superhero using invalid path","","Mon Mar 02 17:20:43 UTC 2026","passed","Mon Mar 02 17:20:43 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","postSuperheroWithNotValidPathTest"
"","202","displayCookies()","","Mon Mar 02 17:20:56 UTC 2026","broken","Mon Mar 02 17:20:56 UTC 2026","","tests.seleniumV1.Chapter4Cookies","tests.seleniumV1.Chapter4Cookies","displayCookies"
"","0","PlaywrightTestsV1","","Mon Mar 02 17:20:47 UTC 2026","broken","Mon Mar 02 17:20:47 UTC 2026","","tests.playwrightV1.PlaywrightTestsV1","tests.playwrightV1.PlaywrightTestsV1",""
"","214","testWebFormLink()","","Mon Mar 02 17:20:50 UTC 2026","broken","Mon Mar 02 17:20:50 UTC 2026","","tests.seleniumV1.Chapter3LinksValidationTest","tests.seleniumV1.Chapter3LinksValidationTest","testWebFormLink"
"","6","Check IFrames page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.IFrameTests","tests.seleniumV2.IFrameTests","openIFramesTest"
"","615","Должен успешно загрузить файл","","Mon Mar 02 17:21:10 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","WebFormTests","tests.seleniumV1.SeleniumActionTests","shouldUploadFileSuccessfully"
"","602","Add superhero with null phone and check status code","","Mon Mar 02 17:20:42 UTC 2026","passed","Mon Mar 02 17:20:42 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","postSuperheroTest"
"","0","LocatorsTests","","Mon Mar 02 17:21:04 UTC 2026","broken","Mon Mar 02 17:21:04 UTC 2026","","tests.seleniumV1.LocatorsTests","tests.seleniumV1.LocatorsTests",""
"","204","Navigation","","Mon Mar 02 17:20:50 UTC 2026","broken","Mon Mar 02 17:20:50 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openClickNavifation"
"","200","FirstApart - P","","Mon Mar 02 17:20:59 UTC 2026","broken","Mon Mar 02 17:21:00 UTC 2026","","tests.seleniumV1.Chapter4InfiniteScroll","tests.seleniumV1.Chapter4InfiniteScroll","firstApart"
"","206","Draw in canvas","","Mon Mar 02 17:20:51 UTC 2026","broken","Mon Mar 02 17:20:51 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openDrawInCanvasPage"
"","5","Check Web storage page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.WebStorageTests","tests.seleniumV2.WebStorageTests","openWebStorageTest"
"","201","Open Login Form page","","Mon Mar 02 17:21:03 UTC 2026","broken","Mon Mar 02 17:21:03 UTC 2026","","Chapter 7: The Page Object Model","tests.seleniumV1.Chapter7PageObjectModelTests","openLoginFormPage"
"","16","Check Data Types page","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","tests.seleniumV2.DataTypesTests","tests.seleniumV2.DataTypesTests","openDataTypesTest"
"","199","Open Download Files page","","Mon Mar 02 17:21:04 UTC 2026","broken","Mon Mar 02 17:21:04 UTC 2026","","Chapter 9: Third-Party Integrations","tests.seleniumV1.Chapter9ThirdPartyIntegrationsTests","openDownloadFilesPage"
"","203","Loading images","","Mon Mar 02 17:20:50 UTC 2026","broken","Mon Mar 02 17:20:50 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openLoadingImagesPage"
"","19","Check Drag and Drop page","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","tests.seleniumV2.DragAndDropTests","tests.seleniumV2.DragAndDropTests","openDragAndDropTest"
"","200","Title2ShadowDOM","","Mon Mar 02 17:21:02 UTC 2026","broken","Mon Mar 02 17:21:02 UTC 2026","","tests.seleniumV1.Chapter4ShadowDom","tests.seleniumV1.Chapter4ShadowDom","titleTest2"
"","209","testDropdownMenuLink()","","Mon Mar 02 17:20:49 UTC 2026","broken","Mon Mar 02 17:20:49 UTC 2026","","tests.seleniumV1.Chapter3LinksValidationTest","tests.seleniumV1.Chapter3LinksValidationTest","testDropdownMenuLink"
"","203","Drag and drop","","Mon Mar 02 17:20:51 UTC 2026","broken","Mon Mar 02 17:20:52 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openDragAndDropPage"
"","202","testDrawInCanvasLink()","","Mon Mar 02 17:20:49 UTC 2026","broken","Mon Mar 02 17:20:50 UTC 2026","","tests.seleniumV1.Chapter3LinksValidationTest","tests.seleniumV1.Chapter3LinksValidationTest","testDrawInCanvasLink"
"","9","Check Shadow DOM page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.ShadowDOMTests","tests.seleniumV2.ShadowDOMTests","openShadowDOMTest"
"","202","TitleInfiniteScrollPage","","Mon Mar 02 17:20:59 UTC 2026","broken","Mon Mar 02 17:20:59 UTC 2026","","tests.seleniumV1.Chapter4InfiniteScroll","tests.seleniumV1.Chapter4InfiniteScroll","titleTest"
"","200","readonlyInput()","","Mon Mar 02 17:20:53 UTC 2026","broken","Mon Mar 02 17:20:53 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","readonlyInput"
"","213","TitleCookies","","Mon Mar 02 17:20:55 UTC 2026","broken","Mon Mar 02 17:20:56 UTC 2026","","tests.seleniumV1.Chapter4Cookies","tests.seleniumV1.Chapter4Cookies","titleTest"
"","198","FirstApartLoremIpsum","","Mon Mar 02 17:21:01 UTC 2026","broken","Mon Mar 02 17:21:01 UTC 2026","","tests.seleniumV1.Chapter4LongPage","tests.seleniumV1.Chapter4LongPage","firstApartLoremIpsum"
"","8","Check Dropdown menu page","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","tests.seleniumV2.DropdownMenuTests","tests.seleniumV2.DropdownMenuTests","openDropdownMenuTest"
"","10","Check Get user media page","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.GetUserMediaTests","tests.seleniumV2.GetUserMediaTests","openGetUserMediaTest"
"","204","testLoadingImagesLink()","","Mon Mar 02 17:20:49 UTC 2026","broken","Mon Mar 02 17:20:49 UTC 2026","","tests.seleniumV1.Chapter3LinksValidationTest","tests.seleniumV1.Chapter3LinksValidationTest","testLoadingImagesLink"
"","203","Title2DialogBoxes","","Mon Mar 02 17:20:57 UTC 2026","broken","Mon Mar 02 17:20:57 UTC 2026","","tests.seleniumV1.Chapter4DialogBoxes","tests.seleniumV1.Chapter4DialogBoxes","titleTest2"
"","13","Check Frames page","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","tests.seleniumV2.FramesTests","tests.seleniumV2.FramesTests","openFramesTest"
"","207","fileInput()","","Mon Mar 02 17:20:52 UTC 2026","broken","Mon Mar 02 17:20:52 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","fileInput"
"","460","Try to delete superhero with invalid path","","Mon Mar 02 17:20:41 UTC 2026","passed","Mon Mar 02 17:20:42 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","deleteSuperheroWithInvalidPathTest"
"","208","FirstApartLoremIpsum","","Mon Mar 02 17:20:57 UTC 2026","broken","Mon Mar 02 17:20:57 UTC 2026","","tests.seleniumV1.Chapter4DialogBoxes","tests.seleniumV1.Chapter4DialogBoxes","alertLaunch"
"","6","Check HomePage page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.HomePageTests","tests.seleniumV2.HomePageTests","openHomePageTest"
"","667","Должен корректно проверять состояния элементов","","Mon Mar 02 17:21:08 UTC 2026","passed","Mon Mar 02 17:21:09 UTC 2026","","WebFormTests","tests.seleniumV1.SeleniumActionTests","shouldValidateElementStatesCorrectly"
"","200","password()","","Mon Mar 02 17:20:54 UTC 2026","broken","Mon Mar 02 17:20:54 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","password"
"","469","Try to update superhero with invalid date","","Mon Mar 02 17:20:45 UTC 2026","passed","Mon Mar 02 17:20:46 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","putSuperheroWithInvalidDateTest"
"","203","FirstApart - P","","Mon Mar 02 17:20:59 UTC 2026","broken","Mon Mar 02 17:20:59 UTC 2026","","tests.seleniumV1.Chapter4InfiniteScroll","tests.seleniumV1.Chapter4InfiniteScroll","searchAfterTab"
"","6","Check Slow login page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.SlowLoginTests","tests.seleniumV2.SlowLoginTests","openSlowLoginTest"
"","202","Open Cookies","","Mon Mar 02 17:20:55 UTC 2026","broken","Mon Mar 02 17:20:55 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openCookies"
"","200","This is a long page","","Mon Mar 02 17:21:01 UTC 2026","broken","Mon Mar 02 17:21:01 UTC 2026","","tests.seleniumV1.Chapter4LongPage","tests.seleniumV1.Chapter4LongPage","thisIsLongPage"
"","204","dropdownSelect()","","Mon Mar 02 17:20:53 UTC 2026","broken","Mon Mar 02 17:20:54 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","dropdownSelect"
"","200","textInput()","","Mon Mar 02 17:20:52 UTC 2026","broken","Mon Mar 02 17:20:52 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","textInput"
"","203","Open Web Storage","","Mon Mar 02 17:20:54 UTC 2026","broken","Mon Mar 02 17:20:54 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openWebStorage"
"","12","Check Dialog Boxes page","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","tests.seleniumV2.DialogBoxesTests","tests.seleniumV2.DialogBoxesTests","openDialogBoxesTest"
"","201","Open Console logs page","","Mon Mar 02 17:21:02 UTC 2026","broken","Mon Mar 02 17:21:02 UTC 2026","","Chapter 5: Browser-Specific Manipulation","tests.seleniumV1.Chapter5BrowserSpecificManipulationTests","openConsoleLogsPage"
"","202","Open Infinite Scroll","","Mon Mar 02 17:20:55 UTC 2026","broken","Mon Mar 02 17:20:55 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openInfiniteScroll"
"","199","FirstApartLoremIpsum","","Mon Mar 02 17:20:57 UTC 2026","broken","Mon Mar 02 17:20:57 UTC 2026","","tests.seleniumV1.Chapter4DialogBoxes","tests.seleniumV1.Chapter4DialogBoxes","alertConfirm"
"","206","Open Dialog Boxes","","Mon Mar 02 17:20:54 UTC 2026","broken","Mon Mar 02 17:20:54 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openDialogBoxes"
"","202","Open Random Calculator page","","Mon Mar 02 17:21:03 UTC 2026","broken","Mon Mar 02 17:21:03 UTC 2026","","Chapter 8: Testing Framework Specifics","tests.seleniumV1.Chapter8TestingFrameworkSpecificsTests","openRandomCalculatorPage"
"","3262","Try to get all superheroes with invalid path","","Mon Mar 02 17:20:37 UTC 2026","passed","Mon Mar 02 17:20:41 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","getAllSuperheroesTestWithInvalidPath"
"","199","Frames","","Mon Mar 02 17:20:58 UTC 2026","broken","Mon Mar 02 17:20:59 UTC 2026","","tests.seleniumV1.Chapter4Frame","tests.seleniumV1.Chapter4Frame","frames"
"","2497","Должен успешно отправить веб-форму","","Mon Mar 02 17:21:05 UTC 2026","broken","Mon Mar 02 17:21:08 UTC 2026","","WebFormTests","tests.seleniumV1.SeleniumActionTests","shouldSubmitWebFormSuccessfully"
"","8","Check Multilanguage page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.MultilanguageTests","tests.seleniumV2.MultilanguageTests","openMultilanguageTest"
