"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","201","Infinite scroll","","Mon Mar 02 17:21:00 UTC 2026","broken","Mon Mar 02 17:21:00 UTC 2026","","tests.seleniumV1.Chapter4InfiniteScroll","tests.seleniumV1.Chapter4InfiniteScroll","infititeScroll"
"","0","PlaywrightTestsV2","","Mon Mar 02 17:20:47 UTC 2026","broken","Mon Mar 02 17:20:47 UTC 2026","","tests.playwrightV2.PlaywrightTestsV2","tests.playwrightV2.PlaywrightTestsV2",""
"","209","Slow calculator","","Mon Mar 02 17:20:50 UTC 2026","broken","Mon Mar 02 17:20:50 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openSlowCalculatorPage"
"","203","displayCookies()","","Mon Mar 02 17:20:58 UTC 2026","broken","Mon Mar 02 17:20:58 UTC 2026","","tests.seleniumV1.Chapter4Frame","tests.seleniumV1.Chapter4Frame","displayCookies"
"","819","Должен корректно обрабатывать операции со списком выбора","","Mon Mar 02 17:21:08 UTC 2026","passed","Mon Mar 02 17:21:08 UTC 2026","","WebFormTests","tests.seleniumV1.SeleniumActionTests","shouldHandleSelectOperationsCorrectly"
"","11","Check Console Logs page","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","tests.seleniumV2.ConsoleLogsTests","tests.seleniumV2.ConsoleLogsTests","openConsoleLogsTest"
"","202","textArea()","","Mon Mar 02 17:20:52 UTC 2026","broken","Mon Mar 02 17:20:53 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","textArea"
"","199","TitleLongPage","","Mon Mar 02 17:21:00 UTC 2026","broken","Mon Mar 02 17:21:00 UTC 2026","","tests.seleniumV1.Chapter4LongPage","tests.seleniumV1.Chapter4LongPage","titleTest"
"","477","Get all superheroes and check status code","","Mon Mar 02 17:20:45 UTC 2026","passed","Mon Mar 02 17:20:45 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","getAllSuperheroesTest"
"","201","FirstApartLoremIpsum","","Mon Mar 02 17:21:00 UTC 2026","broken","Mon Mar 02 17:21:00 UTC 2026","","tests.seleniumV1.Chapter4InfiniteScroll","tests.seleniumV1.Chapter4InfiniteScroll","firstApartLoremIpsum"
"","211","openHomePageTest()","","Mon Mar 02 17:20:51 UTC 2026","broken","Mon Mar 02 17:20:51 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openHomePageTest"
"","6","Check Random calculator page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.RandomCalculatorTests","tests.seleniumV2.RandomCalculatorTests","openRandomCalculatorTest"
"","877","Должен обрабатывать ввод с автодополнением из datalist","","Mon Mar 02 17:21:09 UTC 2026","passed","Mon Mar 02 17:21:10 UTC 2026","","WebFormTests","tests.seleniumV1.SeleniumActionTests","shouldHandleDatalistInput"
"","205","testMouseOverLink()","","Mon Mar 02 17:20:48 UTC 2026","broken","Mon Mar 02 17:20:49 UTC 2026","","tests.seleniumV1.Chapter3LinksValidationTest","tests.seleniumV1.Chapter3LinksValidationTest","testMouseOverLink"
"","9","Check Navigation page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.NavigationTests","tests.seleniumV2.NavigationTests","openNavigationTest"
"","201","Title2LongPage","","Mon Mar 02 17:21:00 UTC 2026","broken","Mon Mar 02 17:21:00 UTC 2026","","tests.seleniumV1.Chapter4LongPage","tests.seleniumV1.Chapter4LongPage","titleTest2"
"","200","Open Data Types page","","Mon Mar 02 17:21:03 UTC 2026","broken","Mon Mar 02 17:21:04 UTC 2026","","Chapter 9: Third-Party Integrations","tests.seleniumV1.Chapter9ThirdPartyIntegrationsTests","openDataTypesPage"
"","201","Open Shadow DOM","","Mon Mar 02 17:20:54 UTC 2026","broken","Mon Mar 02 17:20:54 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openShadowDom"
"","208","Cookies","","Mon Mar 02 17:20:56 UTC 2026","broken","Mon Mar 02 17:20:56 UTC 2026","","tests.seleniumV1.Chapter4Cookies","tests.seleniumV1.Chapter4Cookies","cookies"
"","9","Check Infinite scroll page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.InfiniteScrollTests","tests.seleniumV2.InfiniteScrollTests","openInfiniteScrollTest"
"","202","Title2Frame","","Mon Mar 02 17:20:58 UTC 2026","broken","Mon Mar 02 17:20:58 UTC 2026","","tests.seleniumV1.Chapter4Frame","tests.seleniumV1.Chapter4Frame","titleTest2"
"","485","Add superhero with not null phone and check status code, data and get check","","Mon Mar 02 17:20:42 UTC 2026","passed","Mon Mar 02 17:20:43 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","postSuperheroWithPhoneWithGetCheckE2ETest"
"","203","rangeInput()","","Mon Mar 02 17:20:52 UTC 2026","broken","Mon Mar 02 17:20:52 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","rangeInput"
"","209","TitleDialogBoxes","","Mon Mar 02 17:20:56 UTC 2026","broken","Mon Mar 02 17:20:57 UTC 2026","","tests.seleniumV1.Chapter4DialogBoxes","tests.seleniumV1.Chapter4DialogBoxes","titleTest"
"","199","Open A/B Testing page","","Mon Mar 02 17:21:04 UTC 2026","broken","Mon Mar 02 17:21:04 UTC 2026","","Chapter 9: Third-Party Integrations","tests.seleniumV1.Chapter9ThirdPartyIntegrationsTests","openABTestingPage"
"","201","Open Frames","","Mon Mar 02 17:20:54 UTC 2026","broken","Mon Mar 02 17:20:55 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openFrames"
"","203","Open IFrames","","Mon Mar 02 17:20:55 UTC 2026","broken","Mon Mar 02 17:20:55 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openIFrames"
"","200","Open Geolocation page","","Mon Mar 02 17:21:03 UTC 2026","broken","Mon Mar 02 17:21:03 UTC 2026","","Chapter 5: Browser-Specific Manipulation","tests.seleniumV1.Chapter5BrowserSpecificManipulationTests","openGeolocationPage"
"","201","Open Multilanguage page","","Mon Mar 02 17:21:02 UTC 2026","broken","Mon Mar 02 17:21:03 UTC 2026","","Chapter 5: Browser-Specific Manipulation","tests.seleniumV1.Chapter5BrowserSpecificManipulationTests","openMultilanguagePage"
"","13","Check Geolocation page","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","tests.seleniumV2.GeolocationTests","tests.seleniumV2.GeolocationTests","openGeolocationTest"
"","5","Check Notifications page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.NotificationsTests","tests.seleniumV2.NotificationsTests","openNotificationsTest"
"","8","Check Cookies page","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","tests.seleniumV2.CookiesTests","tests.seleniumV2.CookiesTests","openCookiesTest"
"","204","TitleShadowDOM","","Mon Mar 02 17:21:01 UTC 2026","broken","Mon Mar 02 17:21:01 UTC 2026","","tests.seleniumV1.Chapter4ShadowDom","tests.seleniumV1.Chapter4ShadowDom","titleTest"
"","203","Dialog boxes","","Mon Mar 02 17:20:57 UTC 2026","broken","Mon Mar 02 17:20:57 UTC 2026","","tests.seleniumV1.Chapter4DialogBoxes","tests.seleniumV1.Chapter4DialogBoxes","dialogBoxes"
"","202","dataPickerClickOptions()","","Mon Mar 02 17:20:52 UTC 2026","broken","Mon Mar 02 17:20:52 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","dataPickerClickOptions"
"","1059","testDragAndDropLink()","","Mon Mar 02 17:20:47 UTC 2026","broken","Mon Mar 02 17:20:48 UTC 2026","","tests.seleniumV1.Chapter3LinksValidationTest","tests.seleniumV1.Chapter3LinksValidationTest","testDragAndDropLink"
"","480","Add superhero with not null phone and check status code and data","","Mon Mar 02 17:20:43 UTC 2026","passed","Mon Mar 02 17:20:44 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","postSuperheroWithPhoneTest"
"","204","Mouse over","","Mon Mar 02 17:20:50 UTC 2026","broken","Mon Mar 02 17:20:51 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openMouseOverPage"
"","206","Web-form","","Mon Mar 02 17:20:51 UTC 2026","broken","Mon Mar 02 17:20:51 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openClickWebForm"
"","636","Должен получить и проверить свойства цвета CSS","","Mon Mar 02 17:21:11 UTC 2026","failed","Mon Mar 02 17:21:11 UTC 2026","","WebFormTests","tests.seleniumV1.SeleniumActionTests","shouldRetrieveAndValidateCssColorProperties"
"","477","Try to get superhero by invalid id","","Mon Mar 02 17:20:41 UTC 2026","passed","Mon Mar 02 17:20:41 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","getSuperheroByInvalidIdTest"
"","199","disabledInput()","","Mon Mar 02 17:20:53 UTC 2026","broken","Mon Mar 02 17:20:53 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","disabledInput"
"","11","Check Draw in canvas page","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","tests.seleniumV2.DrawInCanvasTests","tests.seleniumV2.DrawInCanvasTests","openDrawInCanvasTest"
"","204","Shadow DOM","","Mon Mar 02 17:21:01 UTC 2026","broken","Mon Mar 02 17:21:01 UTC 2026","","tests.seleniumV1.Chapter4ShadowDom","tests.seleniumV1.Chapter4ShadowDom","shadowDOM"
"","202","Open Long Page","","Mon Mar 02 17:20:55 UTC 2026","broken","Mon Mar 02 17:20:55 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openLongPage"
"","17","Check Download Files page","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","tests.seleniumV2.DownloadFilesTests","tests.seleniumV2.DownloadFilesTests","openDownloadFilesTest"
"","208","testSlowCalculatorLink()","","Mon Mar 02 17:20:49 UTC 2026","broken","Mon Mar 02 17:20:49 UTC 2026","","tests.seleniumV1.Chapter3LinksValidationTest","tests.seleniumV1.Chapter3LinksValidationTest","testSlowCalculatorLink"
"","201","FirstApart - P","","Mon Mar 02 17:21:00 UTC 2026","broken","Mon Mar 02 17:21:01 UTC 2026","","tests.seleniumV1.Chapter4LongPage","tests.seleniumV1.Chapter4LongPage","firstApart"
"","7","Check Long page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.LongPageTests","tests.seleniumV2.LongPageTests","openLongPageTest"
"","198","Open Slow Login page","","Mon Mar 02 17:21:03 UTC 2026","broken","Mon Mar 02 17:21:03 UTC 2026","","Chapter 7: The Page Object Model","tests.seleniumV1.Chapter7PageObjectModelTests","openSlowLoginPage"
"","210","Dropdown-menu","","Mon Mar 02 17:20:51 UTC 2026","broken","Mon Mar 02 17:20:51 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openClickDropDownMenu"
"","145","Check A/B Testing page","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","tests.seleniumV2.ABTestingTests","tests.seleniumV2.ABTestingTests","openABTestingTest"
"","200","FirstApartLoremIpsum","","Mon Mar 02 17:21:01 UTC 2026","broken","Mon Mar 02 17:21:02 UTC 2026","","tests.seleniumV1.Chapter4ShadowDom","tests.seleniumV1.Chapter4ShadowDom","shadowDomFinal"
"","468","Try to add superhero with not valid date","","Mon Mar 02 17:20:44 UTC 2026","passed","Mon Mar 02 17:20:44 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","postSuperheroWithNotValidDateTest"
"","242","testNavigationLink()","","Mon Mar 02 17:20:48 UTC 2026","broken","Mon Mar 02 17:20:48 UTC 2026","","tests.seleniumV1.Chapter3LinksValidationTest","tests.seleniumV1.Chapter3LinksValidationTest","testNavigationLink"
"","206","TitleFrame","","Mon Mar 02 17:20:58 UTC 2026","broken","Mon Mar 02 17:20:58 UTC 2026","","tests.seleniumV1.Chapter4Frame","tests.seleniumV1.Chapter4Frame","titleTest"
"","199","Title2InfiniteScrollPage","","Mon Mar 02 17:20:59 UTC 2026","broken","Mon Mar 02 17:20:59 UTC 2026","","tests.seleniumV1.Chapter4InfiniteScroll","tests.seleniumV1.Chapter4InfiniteScroll","titleTest2"
"","6","Check Mouse over page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.MouseOverTests","tests.seleniumV2.MouseOverTests","openMouseOverTest"
"","201","infiniteScroll()","","Mon Mar 02 17:20:59 UTC 2026","broken","Mon Mar 02 17:20:59 UTC 2026","","tests.seleniumV1.Chapter4InfiniteScroll","tests.seleniumV1.Chapter4InfiniteScroll","infiniteScroll"
"","202","dataPickerHandle()","","Mon Mar 02 17:20:53 UTC 2026","broken","Mon Mar 02 17:20:53 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","dataPickerHandle"
"","6","Check Login form page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.LoginFormTests","tests.seleniumV2.LoginFormTests","openLoginFormTest"
"","9","Check Loading images page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV2.LoadingImagesTests","tests.seleniumV2.LoadingImagesTests","openLoadingImagesTest"
"","203","FirstApartLoremIpsum","","Mon Mar 02 17:20:58 UTC 2026","broken","Mon Mar 02 17:20:58 UTC 2026","","tests.seleniumV1.Chapter4DialogBoxes","tests.seleniumV1.Chapter4DialogBoxes","alertPromt"
